ID,Aircraft Type,Operator,Operator Country,Status,Build Date,Build Country,First Customer Delivery Date,Delivery Date Operator,Nr. of Engines,Engine Manufacturer,Engine Type,Config (Pax/Con),Seat Total,Haul,Range (km),Age (Years),Main Hub,current_technology,operator_economic_weight,operator_environmental_weight,free_ets_allocation,peer_influence,investment_logic,decision_attitude,registration,icao24,annual_flights_base,annual_distance_km_base,mean_stage_length_km_base,fuel_burn_per_year_base,baseline_energy_demand,data_source
210,A321,Eurowings,Germany,Active,2012-01-01,,,,,,,,205.0,Medium-haul,5950.0,14.4,Dusseldorf,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDV,3c6496,932,1430194.401286355,1534.5433490196942,6361868.324152061,75988982.76070517,type_median_fallback
211,A321,Lufthansa,Germany,Active,2015-01-01,Germany,2015-01-01,2015-01-01,2.0,International Aero Engines,V2500,Pax,205.0,Medium-haul,5950.0,8.1,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDW,3c6497,1118,1099582.7758414994,983.5266331319316,5277199.093132369,63033211.39019217,bulk_matched
212,A321,Lufthansa,Germany,Active,2015-01-01,Germany,2015-02-01,2015-02-01,2.0,International Aero Engines,V2500,Pax,205.0,Medium-haul,5950.0,8.0,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDX,3c6498,1242,1227548.4566925848,988.364296853933,5872184.563515231,70139982.28643192,bulk_matched
213,A21N,Lufthansa,Germany,Active,2019-04-01,Germany,2019-05-01,2019-05-01,2.0,Pratt & Whitney,PW1100G,Pax,215.0,Medium-haul,7400.0,3.8,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEA,3c64a1,1034,1472699.6114444272,1424.27428572962,4771269.148247284,56990159.27073145,bulk_matched
214,A21N,Lufthansa,Germany,Active,2019-05-01,Germany,2019-06-01,2019-06-01,2.0,Pratt & Whitney,PW1100G,Pax,215.0,Medium-haul,7400.0,3.6,Frankfurt,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEB,3c64a2,925,1395842.6600384477,1509.0190919334568,4511724.435100054,53890041.863695085,bulk_matched
215,A21N,Lufthansa,Germany,Active,2019-08-01,Germany,2019-08-01,2019-08-01,2.0,Pratt & Whitney,PW1100G,Pax,215.0,Medium-haul,7400.0,3.4,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEC,3c64a3,1361,2006205.497481664,1474.0672281276002,6490019.247231239,77519674.34192872,bulk_matched
216,A21N,Lufthansa,Germany,Active,2019-09-01,Germany,2019-09-01,2019-09-01,2.0,Pratt & Whitney,PW1100G,Pax,215.0,Medium-haul,7400.0,3.4,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIED,3c64a4,1003,1502201.5351987712,1497.7084099688643,4855511.452555346,57996386.79441108,bulk_matched
217,A21N,Lufthansa,Germany,Active,2019-11-01,Germany,2019-12-01,2019-12-01,2.0,Pratt & Whitney,PW1100G,Pax,215.0,Medium-haul,7400.0,3.1,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEE,3c64a5,1223,1798246.2917282705,1470.3567389438026,5820204.145364372,69519105.06963,bulk_matched
218,A21N,Lufthansa,Germany,Parked,2020-11-01,Germany,2020-12-01,2020-12-01,2.0,Pratt & Whitney,PW1100G,Pax,215.0,Medium-haul,7400.0,2.1,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEF,3c64a6,1120,1675747.3555910224,1496.202996063413,5418022.619590789,64715270.17844553,bulk_matched
219,A21N,Lufthansa,Germany,Active,2021-02-01,Germany,2021-03-01,2021-03-01,2.0,Pratt & Whitney,PW1100G,Pax,215.0,Medium-haul,7400.0,1.9,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEG,3c64a7,1161,1735889.1488276897,1495.167225519113,5610296.729365112,67011877.60074994,bulk_matched
220,A21N,Lufthansa,Germany,Active,2024-01-01,,,,,,,,215.0,Short-haul,7400.0,2.0,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEH,3c64a8,1275,1791014.1950713373,1404.7170157422254,5803853.247051939,69323802.67312038,type_median_fallback
221,A21N,Lufthansa,Germany,Active,2024-01-01,,,,,,,,215.0,Short-haul,7400.0,2.0,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEI,3c64a9,445,574872.4098123136,1291.8481119377834,1873660.9655912395,22379839.311228693,type_median_fallback
222,A21N,Lufthansa,Germany,Active,2021-06-01,Germany,2021-06-01,2021-06-01,2.0,Pratt & Whitney,PW1100G,Pax,215.0,Medium-haul,7400.0,1.6,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEJ,3c64aa,1372,1986718.8719915429,1448.0458250667225,6430501.196964985,76808764.29708177,bulk_matched
223,A21N,Lufthansa,Germany,Active,2021-07-01,Germany,2021-07-01,2021-07-01,2.0,Pratt & Whitney,PW1100G,Pax,215.0,Medium-haul,7400.0,1.5,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEK,3c64ab,777,1129316.3783193163,1453.4316323285927,3655969.456864592,43668524.06810485,bulk_matched
224,A21N,Lufthansa,Germany,Active,2021-10-01,Germany,2022-02-01,2022-02-01,2.0,Pratt & Whitney,PW1100G,Pax,215.0,Medium-haul,7400.0,1.2,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEL,3c64ac,1274,1869973.1754782407,1467.7968410347262,6047436.36949547,72233267.74675144,bulk_matched
225,A21N,Lufthansa,Germany,Active,2024-01-01,,,,,,,,215.0,Medium-haul,7400.0,2.0,Frankfurt,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEM,3c64ad,961,1483955.0354761705,1544.177976562092,4790797.409493679,57223413.502285615,type_median_fallback
226,A21N,Lufthansa,Germany,Active,2024-01-01,,,,,,,,215.0,Medium-haul,7400.0,2.0,Frankfurt,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEN,3c64ae,800,1216271.3604117003,1520.3392005146254,3930024.8511862913,46941963.50028071,type_median_fallback
227,A21N,Lufthansa,Germany,Active,2022-05-01,Germany,2022-06-01,2022-06-01,2.0,Pratt & Whitney,PW1100G,Pax,215.0,Medium-haul,7400.0,0.7,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEO,3c64af,954,1424138.8574935272,1492.808026722775,4605299.765794221,55007747.20254208,bulk_matched
228,A21N,Lufthansa,Germany,Active,2022-10-01,Germany,2022-11-01,2022-11-01,2.0,Pratt & Whitney,PW1100G,Pax,215.0,Medium-haul,7400.0,0.2,Frankfurt,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEP,3c64b0,994,1516670.144026697,1525.8250945942625,4897681.633155798,58500086.17380536,bulk_matched
229,A21N,Lufthansa,Germany,Active,2024-01-01,,,,,,,,215.0,Medium-haul,7400.0,2.0,Frankfurt,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIEQ,3c64b1,1061,1640727.5300092069,1546.39729501339,5296863.160703884,63268087.75285196,type_median_fallback
230,A343,Lufthansa,Germany,Active,2003-01-01,,,,,,,,279.0,Long-haul,13500.0,23.25,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIFE,3c64c5,192,1312686.7230387554,6836.910015826851,12212963.268335149,145877061.2606698,type_median_fallback
231,A343,Lufthansa,Germany,Active,2003-01-01,,,,,,,,279.0,Long-haul,13500.0,23.25,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIFF,3c64c6,254,1755223.9032083424,6910.330327591899,16387370.013514262,195738030.7169759,type_median_fallback
232,A343,Lufthansa,Germany,Active,2003-01-01,,,,,,,,279.0,Long-haul,13500.0,23.25,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIGN,3c64ee,278,1883073.6170890084,6773.646104636721,17651911.005370643,210842270.3419271,type_median_fallback
233,A343,Lufthansa,Germany,Active,1998-07-01,France,1998-08-01,1998-08-01,4.0,CFM International,CFM56-5,Pax,279.0,Long-haul,13500.0,24.5,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIGO,3c64ef,288,1958234.1665659093,6799.424189464964,18395352.75861648,219722269.0612523,bulk_matched
234,A343,Lufthansa,Germany,Active,2003-01-01,,,,,,,,279.0,Long-haul,13500.0,23.25,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIGP,3c64f0,214,1501974.6507422084,7018.573134309385,14004760.842194531,167279087.83732358,type_median_fallback
235,A343,Lufthansa,Germany,Parked,1999-09-01,France,1999-10-01,1999-10-01,4.0,CFM International,CFM56-5,Pax,279.0,Long-haul,13500.0,23.3,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIGS,3c64f3,268,1847470.9535892145,6893.548334288113,17327036.367180485,206961823.27465576,bulk_matched
236,A343,Lufthansa,Germany,Active,1999-11-01,France,1999-12-01,1999-12-01,4.0,CFM International,CFM56-5,Pax,279.0,Long-haul,13500.0,23.2,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIGT,3c64f4,175,1191636.3597220602,6809.3506269832005,11057312.167677872,132073450.8917079,bulk_matched
237,A343,Lufthansa,Germany,Active,2003-01-01,,,,,,,,279.0,Long-haul,13500.0,23.25,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIGU,3c64f5,214,1456286.059483733,6805.07504431651,13658397.965087395,163141975.69409946,type_median_fallback
238,A343,Lufthansa,Germany,Active,2003-01-01,,,,,,,,279.0,Long-haul,13500.0,23.25,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIGV,3c64f6,172,1150242.127215803,6687.454227998854,10766098.522923551,128595065.69047576,type_median_fallback
239,A343,Lufthansa,Germany,Active,2003-01-01,,,,,,,,279.0,Long-haul,13500.0,23.25,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIGW,3c64f7,273,1829917.624017759,6702.994959772011,17170581.840286262,205093060.8700859,type_median_fallback
240,A343,Lufthansa,Germany,Active,2003-01-01,,,,,,,,279.0,Long-haul,13500.0,23.25,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIGX,3c64f8,189,1253927.770867525,6634.538470198543,11760566.39010975,140473431.88186646,type_median_fallback
241,A343,Lufthansa,Germany,Active,2003-01-01,,,,,,,,279.0,Long-haul,13500.0,23.25,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIGZ,3c64fa,231,1596830.8804758673,6912.687794267824,14963097.871364418,178725891.24129722,type_median_fallback
242,A346,Universal Sky Carrier,Germany,Active,2012-01-01,,,,,,,,297.0,Long-haul,14600.0,14.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIHV,3c6516,1,11254.081074010632,11254.081074010632,82800.00000000051,989000.000000006,type_median_fallback
243,A346,Lufthansa,Germany,Parked,2008-12-01,France,2008-12-01,2008-12-01,4.0,Rolls-Royce,RR Trent 500,Pax,297.0,Long-haul,14600.0,14.1,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIHW,3c6517,227,1443967.1880634453,6361.088934200199,13684952.323506646,163459152.75299603,bulk_matched
244,A346,Lufthansa,Germany,Parked,2009-01-01,France,2009-02-01,2009-02-01,4.0,Rolls-Royce,RR Trent 500,Pax,297.0,Long-haul,14600.0,14.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIHX,3c6518,258,1674558.129358692,6490.5353851112095,15916934.08851852,190118934.94619343,bulk_matched
245,A346,Lufthansa,Germany,Parked,2009-02-01,France,2009-03-01,2009-03-01,4.0,Rolls-Royce,RR Trent 500,Pax,297.0,Long-haul,14600.0,13.9,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIHY,3c6519,292,1851125.161922124,6339.469732610014,17653542.78431055,210861761.03482044,bulk_matched
246,A346,Lufthansa,Germany,Parked,2009-04-01,France,2009-05-01,2009-05-01,4.0,Rolls-Royce,RR Trent 500,Pax,297.0,Long-haul,14600.0,13.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIHZ,3c651a,291,1845875.26035866,6343.213953122541,17611610.80070032,210360906.7861427,bulk_matched
247,A20N,Lufthansa CityLine,Germany,Active,2025-01-01,,,,,,,,180.0,Short-haul,6300.0,1.0,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIIA,3c6521,1068,1112005.2533886365,1041.2034207758766,2742213.416167886,32754215.80422753,type_median_fallback
248,A20N,Lufthansa CityLine,Germany,Active,2025-01-01,,,,,,,,180.0,Short-haul,6300.0,1.0,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIIB,3c6522,1002,1060895.510142085,1058.7779542336175,2607025.4282149742,31139470.39256775,type_median_fallback
249,A20N,Lufthansa CityLine,Germany,Active,2025-01-01,,,,,,,,180.0,Short-haul,6300.0,1.0,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIIC,3c6523,1252,1318172.9907584488,1052.853826484384,3245662.0560834594,38767630.11433022,type_median_fallback
250,A20N,Lufthansa CityLine,Germany,Active,2023-01-01,,,,,,,,180.0,Short-haul,6300.0,2.6,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIJA,3c6541,1095,1152438.8351780933,1052.4555572402678,2830741.893914832,33811639.28842716,type_median_fallback
251,A20N,Lufthansa CityLine,Germany,Active,2023-01-01,,,,,,,,180.0,Short-haul,6300.0,2.6,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIJB,3c6542,1340,1234821.598376562,921.5086555048972,3111536.9324046928,37165580.02594494,type_median_fallback
252,A20N,Lufthansa CityLine,Germany,Active,2023-01-01,,,,,,,,180.0,Short-haul,6300.0,2.6,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIJC,3c6543,1024,942423.8233378328,920.3357649783524,2377247.937813617,28394905.92388487,type_median_fallback
253,A20N,Lufthansa,Germany,Active,2020-12-01,France,2020-12-01,2020-12-01,2.0,Pratt & Whitney,PW1100G,Pax,180.0,Medium-haul,6300.0,2.1,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIJD,3c6544,950,909850.9280172576,957.7378189655342,2272259.483688284,27140877.166276727,bulk_matched
254,A20N,Lufthansa,Germany,Active,2021-01-01,France,2021-03-01,2021-03-01,2.0,Pratt & Whitney,PW1100G,Pax,180.0,Medium-haul,6300.0,2.0,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIJE,3c6545,284,293545.7545960232,1033.6118119578282,721461.3161588097,8617454.609674672,bulk_matched
255,A20N,Lufthansa CityLine,Germany,Active,2023-01-01,,,,,,,,180.0,Short-haul,6300.0,2.6,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIJH,3c6548,1257,1307652.8607548987,1040.2966274899752,3224854.5300996536,38519095.7761903,type_median_fallback
256,A20N,Lufthansa CityLine,Germany,Active,2023-01-01,,,,,,,,180.0,Short-haul,6300.0,2.6,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIJI,3c6549,1269,1287172.30880112,1014.3201803003312,3191816.368993078,38124473.29630621,type_median_fallback
257,A20N,Lufthansa CityLine,Germany,Active,2023-01-01,,,,,,,,180.0,Short-haul,6300.0,3.0,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIJJ,3c654a,1540,1533234.374551352,995.6067367216572,3814223.058646912,45558775.42272701,type_median_fallback
258,A20N,Lufthansa CityLine,Germany,Active,2023-01-01,,,,,,,,180.0,Short-haul,6300.0,3.0,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIJM,3c654d,1274,1204721.0232765684,945.6208973913408,3028198.6292165024,36170150.29341933,type_median_fallback
259,A20N,Lufthansa CityLine,Germany,Active,2023-01-01,,,,,,,,180.0,Short-haul,6300.0,3.0,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIJN,3c654e,1319,1112459.141416259,843.4110245763907,2866102.7305961465,34234004.8376762,type_median_fallback
260,A20N,Lufthansa CityLine,Germany,Active,2025-01-01,,,,,,,,180.0,Short-haul,6300.0,1.0,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIJP,3c6550,1541,1293371.183047154,839.3064133985425,3330133.389090508,39776593.25858108,type_median_fallback
261,A20N,Lufthansa CityLine,Germany,Active,2025-01-01,,,,,,,,180.0,Short-haul,6300.0,1.0,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIJQ,3c6551,1551,1334646.2026945571,860.506900512287,3420624.158874023,40857455.23099527,type_median_fallback
262,A20N,Lufthansa CityLine,Germany,Active,2025-01-01,,,,,,,,180.0,Short-haul,6300.0,1.0,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIJR,3c6552,1507,1587095.318860314,1053.148851267627,3906084.578919525,46656010.24820542,type_median_fallback
263,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKA,3c6561,243,1801229.150280208,7412.465639013202,12374514.055949982,147806695.66829145,type_median_fallback
264,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKB,3c6562,204,1457193.0250052814,7143.10306375138,10020048.003641335,119683906.7101604,type_median_fallback
265,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKC,3c6563,208,1459354.4456820774,7016.127142702296,10027068.5223868,119767762.90628676,type_median_fallback
266,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKD,3c6564,241,1815603.0191499763,7533.622486099488,12441613.132948335,148608156.8657718,type_median_fallback
267,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKE,3c6565,229,1681826.4916561907,7344.220487581619,11537868.417272637,137813428.31742316,type_median_fallback
268,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKF,3c6566,198,1444930.6089377208,7297.629338069297,9909326.643991675,118361401.58101168,type_median_fallback
269,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKH,3c6568,201,1496837.7842850997,7446.954150672137,10265077.887692316,122610652.54743604,type_median_fallback
270,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKI,3c6569,196,1343907.222482353,6856.669502460984,9285243.616524665,110907076.53071126,type_median_fallback
271,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKK,3c656b,204,1480274.1947698265,7256.246052793266,10154862.24867638,121294187.9703012,type_median_fallback
272,A333,Lufthansa,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKL,3c656c,298,1962568.4956091389,6585.800320836036,13624224.00836809,162733786.76661885,type_median_fallback
273,A333,Lufthansa,Germany,Active,2008-04-01,France,2008-05-01,2008-05-01,2.0,Rolls-Royce,RR Trent 700,Pax,255.0,Long-haul,11750.0,14.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKN,3c656e,255,1735460.539040104,6805.727604078839,12011990.933111068,143476558.3677155,bulk_matched
274,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKO,3c656f,266,1949919.24497941,7330.523477366203,13378100.36671197,159793976.602393,type_median_fallback
275,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKP,3c6570,177,1200768.760741753,6784.004297976006,8301661.891244385,99158739.25653014,type_median_fallback
276,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKQ,3c6571,259,1732965.4018526403,6690.986107539152,12013855.851612026,143498833.78314364,type_median_fallback
277,A333,Lufthansa,Germany,Active,2014-02-01,France,2014-03-01,2014-03-01,2.0,Rolls-Royce,RR Trent 700,Pax,255.0,Long-haul,11750.0,8.9,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIKS,3c6573,236,1615487.233908095,6845.28488944108,11177377.26660494,133507561.79555903,bulk_matched
278,A319,Lufthansa,Germany,Parked,1996-06-01,Germany,1996-07-01,1996-07-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,26.6,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AILA,3c6581,1844,1041329.566746993,564.7123463920786,4471324.879057551,53407491.61096519,bulk_matched
279,A319,Lufthansa,Germany,Active,1996-08-01,Germany,1996-09-01,1996-09-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,26.4,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AILC,3c6583,1996,1096788.374046687,549.4931733700837,4733949.154443147,56544392.678070925,bulk_matched
280,A319,Lufthansa,Germany,Active,1996-09-01,Germany,1996-10-01,1996-10-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,26.3,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AILD,3c6584,1942,1085635.4802809446,559.0295984968819,4674578.088898953,55835238.28407084,bulk_matched
281,A319,Lufthansa,Germany,Active,1996-11-01,Germany,1996-11-01,1996-11-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,26.2,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AILE,3c6585,1751,972419.1373211562,555.3507351919795,4192722.504437158,50079741.02522161,bulk_matched
282,A319,Lufthansa,Germany,Active,1996-11-01,Germany,1996-12-01,2011-07-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,26.2,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AILF,3c6586,1750,953223.6943579232,544.6992539188133,4113636.380203663,49135101.2079882,bulk_matched
283,A319,Lufthansa,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AILH,3c6588,1895,1050008.3633741466,554.094123152584,4520115.655773692,53990270.33285242,type_median_fallback
284,A319,Lufthansa,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AILI,3c6589,1857,1028443.9852028862,553.8201320424804,4426705.3753192285,52874536.42742412,type_median_fallback
285,A319,Lufthansa,Germany,Active,1997-04-01,Germany,1997-05-01,2007-01-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,25.8,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AILK,3c658b,1844,1002344.593566811,543.5708208062966,4340344.816278452,51843007.52777041,bulk_matched
286,A319,Lufthansa,Germany,Active,1997-05-01,Germany,1997-06-01,2009-06-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,25.7,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AILL,3c658c,1853,1011155.289097878,545.6855310835823,4375932.046973131,52268077.22773461,bulk_matched
287,A319,Lufthansa,Germany,Active,1997-06-01,Germany,1997-07-01,1997-07-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,25.6,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AILM,3c658d,2028,1075847.942360756,530.4970129984004,4675277.572034974,55843593.22152884,bulk_matched
288,A319,Lufthansa,Germany,Active,1997-07-01,Germany,1997-09-01,2007-07-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,25.6,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AILN,3c658e,1992,1071009.517417606,537.6553802297219,4643920.2378161885,55469047.2850267,bulk_matched
289,A319,Lufthansa,Germany,Active,1997-10-01,Germany,1997-11-01,1997-11-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,25.3,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AILU,3c6595,1533,862076.850219843,562.3462819437984,3703798.638726363,44239817.073676,bulk_matched
